epoch,acc,loss,val_acc,val_loss
40,0.48052446211353356,1.3499101823762267,0.5561437726054028,1.19901105144556
41,0.4820239216138093,1.3507712911261704,0.5384508219227614,1.2249845919850877
42,0.48233776197367956,1.3416608417949096,0.5452772359656703,1.1998240011387398
43,0.48732433658050733,1.343558329757206,0.5511284480190569,1.1997470207684682
44,0.48523206751158776,1.344522885428723,0.5445806631539718,1.20696014429939
45,0.48397670607210663,1.3430021854982876,0.5436054611478419,1.2025900564342529
46,0.48195417930849815,1.3554129792576692,0.5470883254720561,1.2064472854087598
47,0.4800013948481224,1.3489296517453775,0.5539147394485346,1.1958556996643395
48,0.49056735362938253,1.3349432749790964,0.5568403455167469,1.1995967313352485
49,0.4864525577999722,1.3345762410456363,0.5523822792030105,1.191465004801119
50,0.4822680196678488,1.3411170463330553,0.5491780439901897,1.204408894444814
51,0.48579000593225263,1.3418046414164164,0.550013931473838,1.2018105328398583
52,0.4877079192389337,1.3392411283516055,0.5551685706158805,1.18827887802411
53,0.4883355999623116,1.3390212818955796,0.5509891334965754,1.198822013080934
54,0.49293859190395795,1.330070336451901,0.5477848983335774,1.2074120156643418
55,0.4925201380907976,1.3273902647614242,0.5568403455167469,1.1902202336062093
56,0.48993967290964197,1.3364648676094835,0.5561437726054028,1.183366685864918
57,0.4914740035610144,1.3318065238072956,0.5544719977875744,1.1848189817161805
58,0.4842556752819195,1.3368455444697693,0.5508498189076636,1.1972327649377454
59,0.48592949053456097,1.3298255279771944,0.560183895218834,1.196668067792891
60,0.4889981518300311,1.3321589473634308,0.5507105043021442,1.1838771321209536
61,0.48760330578720246,1.3307768692093822,0.5419336862469756,1.1974999940837117
62,0.4892422498908257,1.3293407678346394,0.5561437726220104,1.1809837619020733
63,0.4891725075855146,1.3249753036521306,0.5493173586289243,1.1976857535783945
64,0.48784740384384007,1.3372707449251269,0.5607411535412663,1.1880667275059154
65,0.4951354744230499,1.3258071085663192,0.5533574812091403,1.1840890651295264
66,0.4937057572280853,1.3246797078090693,0.5561437726220104,1.1755630637185093
67,0.49635596471247356,1.3233769078585926,0.5509891334965754,1.1820405811179344
68,0.49485650521531555,1.3214381368322285,0.5565617163389232,1.185514839986268
69,0.4924503957880846,1.3244700042482376,0.5617163555473961,1.1748818309900322
70,0.49736722809271894,1.3189771568965982,0.5543326832152702,1.1820829071085843
71,0.4968092896788091,1.3210581241552062,0.5626915575203107,1.1702587888512515
72,0.497053387736486,1.3191525881566541,0.5554471997604891,1.1956374597735444
73,0.4987272029891275,1.3189557149211795,0.5568403454835317,1.172691190066727
74,0.49823900687065603,1.3081232906156917,0.5594873223905279,1.1716355680921144
75,0.49959898176654494,1.316921977732942,0.5635274449541363,1.1698469018730222
76,0.5025630296066466,1.3149249284142799,0.5642240178654805,1.1679054607452208
77,0.49932001255465364,1.3158808021185915,0.5608804681135705,1.1650243823858448
78,0.4978554242080727,1.3158624755308195,0.5638060740987448,1.1671773552994238
79,0.49464727831081384,1.3223469617638905,0.5572582892336597,1.1774509834293272
