epoch,acc,loss,val_acc,val_loss
0,0.25539994425863993,1.7921782145930771,0.3052382279269441,1.685520538615463
1,0.31464239634758184,1.6845437475015177,0.386040679888328,1.559122734994535
2,0.360707186948398,1.6071417627796185,0.4303427138312609,1.473839863790181
3,0.38421034278445454,1.5621057403433891,0.44817497913602933,1.4167323915630903
4,0.39191686717994245,1.5368339779462035,0.4573697408582879,1.3963872903434305
5,0.410189350354612,1.5072283491320277,0.4694901086985816,1.35985933234679
6,0.4143738884825784,1.4941397003329864,0.484954026174532,1.3465482714814574
7,0.4163615440950902,1.4847095266655366,0.49052660906670253,1.3250405160654684
8,0.42452139345171747,1.4671639861740293,0.48969072161626936,1.3258431991118513
9,0.4271018586328731,1.4639408172297212,0.5022290331734758,1.3138530800919839
10,0.44112006137322596,1.4450416358589657,0.5023683477623877,1.3125155752633202
11,0.4389231788546536,1.4475836333950165,0.48843689048213856,1.3149255777209141
12,0.4395857307260105,1.440150569110218,0.49568124824196025,1.2973398408972143
13,0.4424451651190574,1.4332901998498546,0.5089161326440804,1.298444350521755
14,0.44513024375350313,1.4264813732015091,0.5112844803400377,1.2826990438025787
15,0.4479548069886983,1.4216689984743642,0.5215937587071607,1.2832382213740536
16,0.4465599609463893,1.4192121787463148,0.5135135134969059,1.2773652346428472
17,0.4483383896512816,1.4089152911810394,0.510866536623125,1.2797913810242914
18,0.448059420442508,1.4139304612435053,0.5246586792978546,1.2680862570712412
19,0.4560100428925551,1.40757776592451,0.5250766230147673,1.2628762618716163
20,0.45527774872264215,1.4050032637352665,0.5252159376202868,1.2595613938947015
21,0.4600550964192524,1.3956268018029552,0.5238227918474214,1.2668816979863444
22,0.458485894619901,1.3983517590811858,0.5197826693004205,1.2624812304691273
23,0.4606827771426303,1.3899081760018666,0.5270270270104195,1.2414727059371227
24,0.45869512152804004,1.389394142631291,0.5369183616938449,1.238061250269197
25,0.46539038253756676,1.3788098355452336,0.5391473948008904,1.237611211186566
26,0.4622868500930784,1.3889340485107136,0.5383115074168875,1.228933514393482
27,0.46214736548505425,1.38870116298109,0.5390080802618012,1.2352600954940107
28,0.46908672455693445,1.3787141523214215,0.5388687656728894,1.2269009864572762
29,0.4666457439770479,1.3742706956243849,0.5394260239288913,1.2296022717651798
30,0.46828468807807305,1.3776685642340603,0.5383115074002799,1.2157382871753228
31,0.4690518534022004,1.3795331601264833,0.5360824742600193,1.231918836360723
32,0.46723855354569177,1.3763527623670189,0.5352465867763709,1.2231708278759637
33,0.4755030163587268,1.3629857848436093,0.5327389244748942,1.230979403170014
34,0.47292255117393384,1.3668092985376343,0.539008080228586,1.2218543060578553
35,0.4699236321790982,1.3700299448317994,0.54109779881315,1.2174550424913537
36,0.4693656937615511,1.3673765769367143,0.5477848982837547,1.205792581447156
37,0.4787809045586987,1.3533082931790055,0.5519643355027053,1.1982007837454964
38,0.4751891759952192,1.3549812418041807,0.5420730008026723,1.2139203993680916
39,0.47759528542452867,1.35431457917702,0.541237113435277,1.219902956874366
